Permission,Original Description,Synthesized Descritpion 1,Semantic Rating,Syntax rating,Length rating,Synthesized Descritpion 2,Semantic Rating,Syntax rating,Length rating
STORAGE,Collect your lovers photo from your android gallery,you can download your favorite pictures to your gallery on the phone,4,5,5,select a photo from the gallery,5,4,4
STORAGE,Save the data and share it later,save files to your storage and share it with your friends,4,5,4,save images and share it,5,4,4
STORAGE, Search and Customize thousands of quotes and share customize with different background images from gallery,you can save images to your phone gallery,2,5,3,you can save images to the gallery,4,5,4
STORAGE, Import and hide pictures; hide video from photo gallery,save photos to gallery and save images,3,5,4,download your favorite images to sd card,2,4,4
STORAGE,Laser Level helps you read accurate measurements; save your measurements display them as charts or records You can get image of charts or xls file of your records,save your images to phone gallery or sd card,3,5,3,download free files to your device,4,4,3
STORAGE,Data Storage:  Acquired collections are stored on the device; with date and time stamp for later retrieval,this app can use storage permission,3,5,3,storage access,3,5,2
STORAGE,Save to your Camera Roll ,save photos to your gallery,5,5,5,save images and share it,4,4,5
STORAGE,Music Player lets you manage all your music files quickly and easily ,download songs and ringtones for free,2,4,3,storage access,2,5,2
STORAGE,Choose the image from gallery; Apply effects and save or share your Photo,you can take photos from gallery or take from camera,4,5,4,save photos to the gallery,3,5,3
STORAGE,Set Photo From Gallery,take photo from phone gallery,5,4,5,you can download your favorite image to sd card,2,5,3
STORAGE,upload a photo from gallery,you can take photos from gallery or take from camera,4,5,4,select a photo from the gallery,4,5,5
STORAGE,The game may use music files on your device,download free files in the app and use your phone storage,3,4,4,save photo data videos,1,4,3
STORAGE,game process and purchases are stored locally on device,you can download files,2,5,3,download your favorite images to sd card,2,4,5
STORAGE,Use One Tap Booster to clear the junk files of your device for free,app will delete large file to clean your storage space,5,5,5,access storage,3,2,2
STORAGE,Use single click to share applications or backup them to phone storage for later use,download the app to phone storage,4,4,3,storage access,3,5,2
STORAGE,you can save you photos and can share on different social media like facebook; twitter etc,you can save photos to gallery and share it with your friends,4,5,5,save images to the sd card,4,4,3
STORAGE,Backup; restore and export options to prevent data loss and also to allow for easy data transfer when moving to a new phone,download and use,3,4,3,you can download free files to your phone,4,4,3
STORAGE,Take a selfie or Capture a picture with Camera or Select your photo from gallery,save pictures to your phone or sd card,2,5,4,save your images to gallery,1,4,3
STORAGE,Measurement: You can measure distance and save GPS directions to your destinations on your map (kml),the app uses storage permission to save files to your phone,2,4,4,save images to the sd card,1,5,3
STORAGE,Save album to SD card,save the pictures to your phone storage or sd card,5,5,5,download your favorite images to sd card,5,4,5
STORAGE,Choose photo from gallery or camera,select photos from gallery or take with camera,5,5,5,select a photo from the gallery,4,4,5
STORAGE,Backup photos; videos and posts by saving them in albums,you can save pictures or save photos to your gallery,5,4,5,save photos to the gallery,4,5,4
STORAGE,Stay with enjoyable musics and download as in library,download ringtones to your device storage,3,5,4,download ringtones and free ringtones for your android device,3,3,4
STORAGE,This is an ultimate hair color simulation application just take a picture or import from gallery and choose the best color that suits your hair this tool will convert your hair color in that chosen color shade,you can save pictures or save photos to your gallery,3,4,3,select a photo from the gallery,3,4,2
STORAGE,Just upload your selfie; choose the background and let our neural network powered app do the rest,save photos to your phone gallery,2,4,3,save your image to the gallery or share it,4,5,4
STORAGE,Select a photo either from the gallery or take photo using phone's camera,save photos to gallery to take from the device camera,5,3,5,you can select photos from device gallery,4,5,4
STORAGE,Corresponding pictures are stored on your device; with or without the bearing information depending of your preference,the app uses storage permission to save files to your phone,4,5,4,save images to the sd card,3,5,3
STORAGE,Purchase a song from us and you can stream or download it instantly,you can download mp3 and ringtones to your phone,4,5,5,download ringtones and free ringtones for your android device,3,4,5
STORAGE,Send and receive various audio; video and other files,download the recordings and use for offline,2,4,4,save image data video,4,3,5
STORAGE,save your photo,save images to your device gallery,5,5,5,save photos to your device,5,4,3
STORAGE,The entire call is recorded and saved on your phone and your phone only,download free files in the app and use your phone storage,3,4,3,save the record to your phone,4,4,3
STORAGE,Customize your spreadsheet export: you pick which data columns are exported; the order of the columns and the type of summary information,download and use,3,3,2,save files to your phone or sd card,3,5,3
STORAGE,export/Backup to ics file?'? Import from SD card or server,you can save files in your phone or sd card,2,5,5,save files to sd card,3,5,4
STORAGE,You can download the images that you like simple; you just have to press the button,save your favorite image to your phone gallery,5,4,3,download your favorite images to sd card,5,5,5
