Permission,Original Description,DecribeCtx-Ctx Descritpion,Semantic Rating,Syntax rating,Length rating,DecribeCtx Descritpion,Semantic Rating,Syntax rating,Length rating,Code2Vec Descritpion,Semantic Rating,Syntax rating,Length rating
STORAGE,hurry to the market and download this free collection of ?'?Islamic ringtones and sounds?'? and download amazing ringtones for free,you can download ringtones and free ringtones for your android device,5,4,4,download ringtones for your device,5,5,3,you can download ringtones and free ringtones for your android device,5,4,4
STORAGE,The best top songs can easily be yours now; just hit the download button!,download ringtone for free,4,4,3,you can download song mp3 to your device for offline use,5,4,4,download ringtone for free,4,4,3
STORAGE,This app requires storage permission to provide you some functionalities like hide/unhide files; delete and add files; share files as per your action taken. ,this application will use your device storage,2,5,1,the app uses storage permission to read files in your storage and sd card,3,5,3,this application will use your device storage,2,5,1
STORAGE,Download SMS Ringtones and Sounds for Android app and enjoy the best SMS Ringtones and Sounds for Android and free message tones.,download ringtone for free,3,4,1,download ringtones for your device,3,5,1,download ringtone for free,3,4,1
STORAGE,download these horror ringtones for free and enjoy,download and download free ringtone,4,2,4,download ringtones for your device,5,5,4,save to the external storage,3,2,4
STORAGE,READ_EXTERNAL_STORAGE This permission is necessary because app need read your music file,download ringtone music to your storage or sd card,2,5,4,this app read external storage information,2,5,4,download free ringtone,2,5,3
STORAGE,WRITE_EXTERNAL_STORAGE This permission is necessary because app need save ringtone file on sd card,download free ringtone,2,4,1,download ringtone music to your storage or sd card,3,5,4,download free ringtone,2,4,1
STORAGE,"Photos files are accessible over USB - photos stored in ""DCIM-KidCamera"" folder in root of phone's external storage ",save pictures to your storage space,4,4,3,save your photo to your device storage,3,4,3,save photo to your gallery,4,4,3
STORAGE,Select your photo from gallery or capture new photo Suit,save the picture to your storage or sd card,4,5,5,take photo with your camera or take from phone gallery,5,4,5,you can download in the app,2,5,4
STORAGE,Two options to save the recorded video data:Option 1: Cache the recorded video data into TF card or phone internal storage by temp files,download free files to your device,2,5,1,you can download photos and videos to your device,2,5,2,download files to your phone in the app,3,5,1
STORAGE,Select a photo from the gallery,save images to the sd card,2,5,5,you can select photo in device storage or sd card,3,4,3,save images to the sd card,2,5,5
STORAGE,Select a photo from the gallery,save photos to the gallery,4,5,4,select photos from the gallery or select photos from your device,5,5,3,save photos to the gallery,4,5,4
STORAGE,Share your snowman on Facebook or save as file to use as a card & send to your friends to brag about your snowman,get path from external storage,3,5,3,download file to your device,3,4,3,download files to your phone in the app,3,5,3
STORAGE,The database can be on the internal memory or external storage,this application will use your device storage,3,5,4,store data file to your phone storage,3,4,4,this application will use your device storage,3,5,4
STORAGE,Delete useless Android system files; large files and app caches for an instant speed boost ,the app will use storage of your storage,3,3,4,this app will use storage permission,4,5,3,the app will use storage of your storage,3,3,4
STORAGE,permission WRITE_EXTERNAL_STORAGE After you save a new Ringtone; the APP need rights to write it to your SD card ,download ringtone for free,2,4,1,download ringtones for your device,2,5,1,download ringtone for free,2,4,1
STORAGE,Save separate status image and video,save pictures to your storage space,4,5,5,save photo and video to your phone gallery,4,5,4,download your favorite images to sd card,2,5,5
STORAGE,choose a photo from the gallery or take a photo with the camera,save the photos to device or sd card path,2,4,4,take photo with your camera or take from phone gallery,5,4,4,save your photos to your phone gallery,2,5,4
STORAGE,Select mp3/music from your mobile or Recordings,get path from external storage,2,5,4,this app read files from your storage,4,5,5,save the download to your phone,2,3,5
STORAGE,Manage files in the storage memory; Delete all data from the internal or external storage memory; all of data are un-recoverable ,external storage support,3,4,3,the app use read storage permission,3,4,3,access your storage,3,4,3
STORAGE,Access your photos; media; and files on your device????: Used to save and load game play data ,this application will use your device storage,3,5,2,this app will access your device storage and save file to your device storage,4,5,4,save the download to your phone,2,4,1
STORAGE,This app needs this permission to load external ringtones; This app needs this permission to save pictures taken by users who are using the photo mission ,save the photos to device or sd card path,3,5,1,save photo to your device storage,3,4,1,save the images to your sd card,2,5,1
STORAGE,Modify or delete the contents of your USB storage: to delete media files and thumbnails when receiving user action,this application will use your device storage,2,5,2,select photos from the gallery or select photos from your device,2,5,3,save to the external storage,2,5,1
STORAGE,permission WRITE_EXTERNAL_STORAGE Save the capture photos and videos,save images to the sd card,5,5,4,save photo to your device storage,4,5,4,save photo to your gallery,4,5,4
STORAGE,Large File function suggest deleting large files to free up storage; organize your storage space better ,storage access,3,2,3,you can can delete files and and clean your storage space of you phonne,5,3,5,storage access,3,2,3
STORAGE,Be able to save different version of your artwork for the same sketch and revisit later!,this application will use your device storage,4,5,4,save files to phone storage,3,5,3,this application will use your device storage,4,5,4
